Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2019
Data downloaded on 12-April-2023
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Finney County,Kansas,20055,1933.3,1402.6,2553.6
Logan County,Illinois,17107,1934.3,1177.3,2922.6
Latah County,Idaho,16057,1936.1,1414,2587.8
Pickens County,Alabama,01107,1938.8,1363.1,2669.8
Washington County,Missouri,29221,1942.1,1227.4,2761.5
Polk County,Arkansas,05113,1942.7,1373.9,2621.1
Dekalb County,Tennessee,47041,1955.8,1276.8,2842.2
Northampton County,North Carolina,37131,1958.9,1238.7,2818.4
Cherokee County,Kansas,20021,1962.4,1399.9,2579.9
Audrain County,Missouri,29007,1962.7,1264.3,2791.3
Poinsett County,Arkansas,05111,1964,1350.2,2710
Clark County,Arkansas,05019,1964.4,1369.4,2640.1
Union County,Mississippi,28145,1967.1,1324.7,2759.6
Sanpete County,Utah,49039,1967.3,1530.2,2503.1
Newton County,Mississippi,28101,1967.8,1342,2664.9
Vernon County,Wisconsin,55123,1974.1,1255.8,2871.2
Johnson County,Arkansas,05071,1974.7,1367.4,2679.8
Grayson County,Kentucky,21085,1975.9,1345.6,2695.2
Polk County,North Carolina,37149,1976.7,1285.1,2833
Haralson County,Georgia,13143,1977.1,1243.7,2842.7
Union County,Georgia,13291,1978.9,1276.7,2914.1
Winston County,Mississippi,28159,1985.3,1448,2509.3
Montezuma County,Colorado,08083,1987.4,1382.9,2721.4
White County,Indiana,18181,1992.3,1312.2,2832.5
Mcintosh County,Oklahoma,40091,1996.1,1334.3,2760.6
Wells County,Indiana,18179,1997.9,1321,2949
Williams County,North Dakota,38105,1999.7,1549.9,2490.7
Yazoo County,Mississippi,28163,2000,1352.9,2860.4
Union County,Oregon,41061,2000,1355.8,2798.6
Staunton City,Virginia,51790,2001,1286.8,2835.6
Bibb County,Alabama,01007,2006,1414.8,2698.3
Fayette County,Indiana,18041,2006.5,1344.6,2755.6
Dawson County,Georgia,13085,2009,1291.5,2898.1
Carroll County,Indiana,18015,2011,1398,2726.6
Lassen County,California,06035,2015.8,1299.2,2939.4
Llano County,Texas,48299,2015.9,1202,2992.2
Seminole County,Oklahoma,40133,2018.1,1446.1,2762.9
Anson County,North Carolina,37007,2018.2,1306.6,2970.1
Asotin County,Washington,53003,2024.1,1573.9,2548.8
Menominee County,Michigan,26109,2024.5,1314.4,2978.2
Assumption Parish,Louisiana,22007,2026.3,1392.2,2843
Klickitat County,Washington,53039,2026.3,1524.9,2557.6
Pointe Coupee Parish,Louisiana,22077,2031.4,1305.2,2919.4
Haywood County,Tennessee,47075,2033.9,1371.7,2705.4
Daviess County,Indiana,18027,2036.3,1383.9,2881.5
Putnam County,Ohio,39137,2040.4,1466.4,2694.9
Luna County,New Mexico,35029,2047.8,1477.5,2702.9
Houston County,Texas,48225,2050,1277.7,2850.7
Brooke County,West Virginia,54009,2053.2,1440.8,2770
Ogemaw County,Michigan,26129,2054.4,1355.4,2936.5
Teller County,Colorado,08119,2056.1,1415.2,2939
Macon County,Alabama,01087,2059.8,1391.3,2898.6
Freeborn County,Minnesota,27047,2063.9,1438.2,2735.1
Wyandot County,Ohio,39175,2066.9,1398.8,2825.6
Polk County,Minnesota,27119,2068.9,1521.4,2785.3
Grimes County,Texas,48185,2070.7,1282.1,3142.8
Toombs County,Georgia,13279,2071.9,1336.9,2954
Codington County,South Dakota,46029,2073.4,1769.8,2394.2
Upshur County,West Virginia,54097,2075.7,1493.1,2754.1
Effingham County,Illinois,17049,2076,1290.6,3178.6
Iroquois County,Illinois,17075,2076.7,1259.5,3015.4
Lee County,Georgia,13177,2078.5,1392.1,2878.8
Tattnall County,Georgia,13267,2081.5,1357,2988.1
Manistee County,Michigan,26101,2081.6,1385.6,2921.2
Grant County,Kentucky,21081,2083.5,1444.7,2844.6
Marengo County,Alabama,01091,2084.1,1533.6,2692.8
Polk County,Missouri,29167,2089.9,1325.9,3021.5
Sioux County,Iowa,19167,2092.1,1518,2778.5
Mcdowell County,West Virginia,54047,2094.3,1450.9,2814
Randolph County,Alabama,01111,2095.3,1391.4,2865.3
King George County,Virginia,51099,2097.3,1340.8,2974
Winston County,Alabama,01133,2099.3,1393.5,2986.2
Lincoln County,West Virginia,54043,2106.2,1511.3,2803.6
Randolph County,Illinois,17157,2107.4,1311.3,3111.9
Antrim County,Michigan,26009,2110,1390.4,3004.3
Boone County,Iowa,19015,2111.1,1492.3,2891.1
Benton County,Missouri,29015,2114.8,1452.6,2846.9
Hickman County,Tennessee,47081,2115.9,1346.7,3107
Holmes County,Ohio,39075,2116.8,1390.6,3138.3
Sheridan County,Wyoming,56033,2121.1,1697,2606.6
Malheur County,Oregon,41045,2121.4,1449.3,2915.6
Butts County,Georgia,13035,2121.8,1474.2,2956.2
Nicollet County,Minnesota,27103,2122,1482.1,2783.8
Dodge County,Georgia,13091,2123.2,1403.3,2959.8
Montgomery County,Illinois,17135,2123.8,1389.9,3110.1
Lumpkin County,Georgia,13187,2126.3,1393.6,3063.9
Lincoln County,Wisconsin,55069,2126.9,1502.1,2985.9
Peach County,Georgia,13225,2128.2,1388.7,3074.5
Vilas County,Wisconsin,55125,2129,1486.3,2870.8
Cass County,Texas,48067,2130.6,1342.1,3214.2
Posey County,Indiana,18129,2134.4,1357.6,3124.1
Madison County,Florida,12079,2135.4,1783.7,2504.6
Gage County,Nebraska,31067,2136.2,1715.9,2545.1
Grady County,Georgia,13131,2140.1,1442.5,3087
Lincoln County,Kentucky,21137,2140.2,1487.2,2917.5
Prentiss County,Mississippi,28117,2141.4,1438.8,2973.1
Hampton County,South Carolina,45049,2144,1577.1,2824.6
Crook County,Oregon,41013,2146.2,1429,3050.3
Hempstead County,Arkansas,05057,2149.6,1513.2,2833.9
Scott County,Indiana,18143,2158.9,1492.8,3011
Howard County,Texas,48227,2160.8,1342.3,3310.2
Lyon County,Kansas,20111,2162,1605.1,2829.2
Powhatan County,Virginia,51145,2162,1477.9,3124.2
Addison County,Vermont,50001,2164.9,1691,2646.2
Buchanan County,Virginia,51027,2170.6,1506.3,2978.4
Grant County,New Mexico,35017,2172.4,1597.9,2839.2
Madison County,Nebraska,31119,2176.8,1722.5,2642.5
Adams County,Indiana,18001,2178.8,1496.7,3048.3
Gillespie County,Texas,48171,2179.6,1316.4,3246.9
Garvin County,Oklahoma,40049,2180.3,1560,2942.8
Lee County,Illinois,17103,2187.6,1348.5,3205.6
Ashley County,Arkansas,05003,2190.4,1597.5,2895
Ripley County,Indiana,18137,2197.1,1453.1,3030.3
Ohio County,Kentucky,21183,2204.7,1588.4,2847.2
Orange County,Vermont,50017,2204.8,1770.1,2671.6
Monroe County,Georgia,13207,2204.9,1358.6,3128
Geneva County,Alabama,01061,2209.8,1524.8,2917.4
Simpson County,Mississippi,28127,2217.2,1504.2,3102.5
Jasper County,Indiana,18073,2217.8,1506.4,3094.2
Johnson County,Kentucky,21115,2219.7,1618.5,2917.6
Leake County,Mississippi,28079,2220,1555.1,3071.5
Upson County,Georgia,13293,2222.2,1490.7,3201.9
Montgomery County,North Carolina,37123,2226.2,1376.6,3226.5
Rockbridge County,Virginia,51163,2229.1,1569.2,3075.5
Taylor County,Florida,12123,2231.3,1892.2,2602.1
Bell County,Kentucky,21013,2236.6,1472.5,3154.5
Butler County,Alabama,01013,2244.9,1542.4,2964.4
Palo Pinto County,Texas,48363,2246.1,1461.2,3211.1
Carroll County,Tennessee,47017,2252.3,1561.5,3017.2
Lee County,Virginia,51105,2255.7,1585.1,3130.3
Waushara County,Wisconsin,55137,2258.1,1474.8,3287.9
St. Francis County,Arkansas,05123,2259.6,1618.7,2960.8
Taylor County,Kentucky,21217,2259.7,1583.1,3013.8
Pacific County,Washington,53049,2261.1,1675.7,2874.4
Monroe County,Alabama,01099,2265,1541.2,3053.7
Henry County,Ohio,39069,2265.7,1512.6,3106.8
Marion County,Alabama,01093,2265.8,1507,3215.6
Wyoming County,West Virginia,54109,2272.8,1641.2,2991
Marion County,Missouri,29127,2273.8,1621.2,3095.1
Letcher County,Kentucky,21133,2274.1,1658.1,2976.9
Stephens County,Georgia,13257,2276.6,1498.3,3202.1
Montgomery County,Kentucky,21173,2277.4,1629,3111.9
Macon County,Tennessee,47111,2278.3,1533.3,3123.6
Gibson County,Indiana,18051,2279.1,1505.9,3174.6
Grenada County,Mississippi,28043,2280.1,1705.8,3043.6
Hocking County,Ohio,39073,2283.5,1705.1,3035.9
Scott County,Virginia,51169,2287.2,1685.5,3002
Chattooga County,Georgia,13055,2294.6,1587.6,3133.1
Itawamba County,Mississippi,28057,2294.6,1649.9,3017.4
Page County,Virginia,51139,2299.9,1562.7,3240.8
Kandiyohi County,Minnesota,27067,2300.6,1708.6,3030
Erath County,Texas,48143,2304.6,1431.4,3492.8
Ouachita County,Arkansas,05103,2306.6,1717.3,3103.6
Caddo County,Oklahoma,40015,2308.1,1636.9,3043.8
Phillips County,Arkansas,05107,2310.5,1846.4,2894.2
Jefferson Davis Parish,Louisiana,22053,2312,1496.7,3293.1
Lafayette County,Missouri,29107,2315.1,1649.6,3124.4
Jim Wells County,Texas,48249,2315.3,1420.1,3466
Mcnairy County,Tennessee,47109,2317.7,1701.7,3197.1
Becker County,Minnesota,27005,2318.7,1758.1,2953.7
Logan County,Kentucky,21141,2319.3,1492.7,3253.6
Austin County,Texas,48015,2320.7,1540.4,3302.2
Fluvanna County,Virginia,51065,2321.7,1587.9,3314.1
Wyoming County,Pennsylvania,42131,2326.8,1495.2,3509.5
White County,Georgia,13311,2328.3,1458,3382
Bryan County,Georgia,13029,2331.9,1497.3,3426.1
Carroll County,Ohio,39019,2331.9,1614.7,3251.5
Cleburne County,Arkansas,05023,2333.2,1605,3132.5
Miami County,Kansas,20121,2341,1776.9,2906.1
Decatur County,Indiana,18031,2341.8,1653.5,3143.3
Mason County,Michigan,26105,2342,1604.4,3173.4
Roscommon County,Michigan,26143,2345.4,1412.8,3396.5
Hertford County,North Carolina,37091,2346.2,1526.5,3352.8
Webster County,Iowa,19187,2349.7,1660.6,3123.7
Hart County,Georgia,13147,2350.3,1568.2,3386.8
Laclede County,Missouri,29105,2350.6,1521.2,3412.5
Green County,Wisconsin,55045,2359.5,1532.5,3445.2
Independence County,Arkansas,05063,2364.6,1676.3,3183.8
Martin County,North Carolina,37117,2366,1625.7,3208.3
White County,Tennessee,47185,2367.7,1620.8,3152.4
Jefferson County,Indiana,18077,2369.2,1606.3,3340.8
Meade County,Kentucky,21163,2370.6,1591,3254
Houghton County,Michigan,26061,2383.1,1569.6,3367.9
Orleans County,Vermont,50019,2388.4,2002.6,2827.1
Platte County,Nebraska,31141,2390.5,2000.8,2850.6
Campbell County,Wyoming,56005,2391.1,1877.7,2998.9
Harvey County,Kansas,20079,2392.6,1797.5,3006.6
Rhea County,Tennessee,47143,2396,1584.4,3406.2
Fannin County,Texas,48147,2396.1,1467.5,3573.2
Barnwell County,South Carolina,45011,2399,1832,3109.7
Barton County,Kansas,20009,2400.4,1843.5,2996.6
San Jacinto County,Texas,48407,2400.7,1637.4,3461.1
Russell County,Virginia,51167,2401.4,1589.1,3438.7
Perry County,Kentucky,21193,2409.1,1865.4,2996.2
Iosco County,Michigan,26069,2416.8,1614.2,3376.2
Fulton County,Illinois,17057,2417.1,1447,3655.6
La Paz County,Arizona,04012,2417.5,1678.8,3248.8
Jones County,Georgia,13169,2418,1569,3338.9
Alpena County,Michigan,26007,2421.2,1625.2,3452.8
De Soto Parish,Louisiana,22031,2422.3,1621.8,3428.6
Morton County,North Dakota,38059,2427,1892,2997.5
Pontotoc County,Mississippi,28115,2433.3,1743.8,3483.4
Morgan County,Illinois,17137,2433.7,1545.6,3602.8
Lewis County,New York,36049,2435.3,1897.7,2994.1
Marion County,Mississippi,28091,2440.9,1744,3256.6
Madison County,Georgia,13195,2442.6,1707.3,3346.8
Windham County,Vermont,50025,2443,1953.6,2996.5
Edgefield County,South Carolina,45037,2445.5,1699.7,3200.9
Manassas City,Virginia,51683,2446.2,1567.4,3490.6
Sweetwater County,Wyoming,56037,2446.4,1929.3,3046.6
Lake County,Montana,30047,2448.1,1958.1,2969
Giles County,Tennessee,47055,2449.6,1655.5,3465.6
Boyle County,Kentucky,21021,2452.5,1625.5,3539.8
Taos County,New Mexico,35055,2458.6,1717.1,3238.3
Harrisonburg City,Virginia,51660,2458.8,1588.3,3661.8
Pulaski County,Missouri,29169,2459.5,1635.8,3560.1
Chambers County,Texas,48071,2461.1,1554.7,3667.4
Mcpherson County,Kansas,20113,2462.9,1882.4,3115.7
Lagrange County,Indiana,18087,2471.7,1662,3429.6
Franklin County,Alabama,01059,2472.3,1608.5,3478.3
Hardee County,Florida,12049,2476.4,1912.9,3110
Cherokee County,Alabama,01019,2476.9,1678.8,3387.2
Caledonia County,Vermont,50005,2480.4,2015.6,2971.2
Jefferson County,Washington,53031,2484,1770.3,3249.4
Marion County,Iowa,19125,2486.7,1798,3321.2
Churchill County,Nevada,32001,2489.4,1835.1,3224.9
Clay County,Indiana,18021,2492.7,1759.7,3333.5
Val Verde County,Texas,48465,2498.4,1469.8,3742.7
Weakley County,Tennessee,47183,2501.5,1671.8,3463.1
Yates County,New York,36123,2503.1,1934.3,3091.2
Fremont County,Wyoming,56013,2504.7,2043.8,2985.3
Knox County,Kentucky,21121,2506.6,1696.6,3423.8
Franklin County,Maine,23007,2506.9,2153.6,2903.8
Morrison County,Minnesota,27097,2511.6,1815,3224.6
Fayette County,Ohio,39047,2515.9,1860.6,3297.9
Steele County,Minnesota,27147,2518,1801.8,3418.3
Cheboygan County,Michigan,26031,2524,1639.6,3523.1
Ford County,Kansas,20057,2528.6,1917.9,3206.9
Nicholas County,West Virginia,54067,2529.3,1803.1,3385.3
Warren County,Missouri,29219,2534.5,1670.4,3562.2
Lincoln County,Maine,23015,2536.9,2174.9,2915.3
Bureau County,Illinois,17011,2543,1605.8,3689.6
Aransas County,Texas,48007,2543.5,1873,3338.6
Charlottesville City,Virginia,51540,2546,1589.2,3851.7
Mcleod County,Minnesota,27085,2549.2,1884.8,3320.9
Barbour County,Alabama,01005,2550,1752,3395.7
Gladwin County,Michigan,26051,2555.6,1692.5,3592.2
San Miguel County,New Mexico,35047,2556.5,1842.9,3343.9
Stoddard County,Missouri,29207,2565.7,2007,3207.3
Coahoma County,Mississippi,28027,2567.9,1849.3,3422.9
Wabash County,Indiana,18169,2569,1779.2,3537.2
Eagle County,Colorado,08037,2569.6,1707.6,3659.2
Smyth County,Virginia,51173,2569.9,1683.1,3591.2
Curry County,Oregon,41015,2570.1,1768.7,3524.4
Ashe County,North Carolina,37009,2570.7,1652.3,3518
Carlton County,Minnesota,27017,2573.8,1987.4,3260.5
Uintah County,Utah,49047,2584.9,2138.4,3049.6
Cass County,Minnesota,27021,2586.7,1971.3,3273.8
Clinton County,Illinois,17027,2589.1,1594.5,3767.9
Columbia County,Arkansas,05027,2592,1893,3405.5
Hopkins County,Texas,48223,2593.9,1580.9,3948.8
Monroe County,Illinois,17133,2594.1,1666.6,3685.6
Dubois County,Indiana,18037,2598,1851.2,3581.7
Delta County,Colorado,08029,2598.3,1744.2,3592.7
Christian County,Illinois,17021,2602.8,1672.3,3808.3
Washington County,Texas,48477,2603.7,1660,3782.2
Pierce County,Wisconsin,55093,2604.2,1716,3796.7
Pine County,Minnesota,27115,2607.2,1959.1,3243
Cibola County,New Mexico,35006,2613.7,2155.7,3233.6
Clarke County,Alabama,01025,2614.3,1841.9,3440.9
Perry County,Ohio,39127,2616.7,1877.2,3553.2
Somerset County,Maryland,24039,2625.8,2072.7,3205.8
Dunn County,Wisconsin,55033,2625.8,1690.5,3884.4
Cherokee County,North Carolina,37039,2628.9,1747.6,3688.9
Phelps County,Missouri,29161,2631.2,1769,3707.3
Huron County,Michigan,26063,2631.9,1778.8,3730.6
Ottawa County,Oklahoma,40115,2637.2,1798.9,3649.7
Lincoln County,Tennessee,47103,2643.5,1761.3,3830.3
Sunflower County,Mississippi,28133,2645.8,1941.8,3436.6
Whitman County,Washington,53075,2650.1,2088.3,3260.9
Oneida County,Wisconsin,55085,2655.4,1874,3448
Union County,Pennsylvania,42119,2655.7,1661.3,4069.7
Cooke County,Texas,48097,2656.4,1717.2,4008.6
Clarion County,Pennsylvania,42031,2656.7,1703.3,3866.9
Elk County,Pennsylvania,42047,2658.3,1689,3921.8
Brown County,South Dakota,46013,2658.6,2296.1,3069.6
Benton County,Minnesota,27009,2659.6,1917.3,3416.2
Caroline County,Virginia,51033,2661.7,1705.6,3895.7
Jefferson County,Illinois,17081,2676.4,1609.8,3898.3
Decatur County,Georgia,13087,2683.4,1902.2,3447.7
Sagadahoc County,Maine,23023,2684.7,2222.5,3188.8
Fairfield County,South Carolina,45039,2692.1,1863.8,3510.6
Upshur County,Texas,48459,2696.8,1647.4,4135.4
Adams County,Nebraska,31001,2701.5,2281.9,3129
Holmes County,Florida,12059,2702.7,2191.8,3191.8
Bradford County,Florida,12007,2707.4,2194.7,3263.6
Leflore County,Mississippi,28083,2707.6,1964.4,3457.2
Marshall County,Iowa,19127,2716.4,2099.9,3485.7
Wayne County,Georgia,13305,2724.8,1856.4,3805.5
Clinton County,Pennsylvania,42035,2727.8,1835.2,3994.2
Copiah County,Mississippi,28029,2730.6,1897.7,3651.2
Mcclain County,Oklahoma,40087,2735.2,1893.1,3662.8
Tate County,Mississippi,28137,2735.9,1978.6,3653.8
Door County,Wisconsin,55029,2737.7,1741.5,3838.6
Woodford County,Illinois,17203,2738.5,1779.3,3927.6
Franklin County,Illinois,17055,2739.6,1649.5,4146.2
Abbeville County,South Carolina,45001,2744.6,2006.5,3485.4
Lawrence County,Alabama,01079,2745.9,1808.7,3897.5
Elko County,Nevada,32007,2751.2,1899.6,3665.7
Jennings County,Indiana,18079,2755.3,1858.7,3640.4
Hill County,Texas,48217,2756,1748.5,4080.4
Hardeman County,Tennessee,47069,2757.1,1957.1,3736.8
Bennington County,Vermont,50003,2758.9,2317.5,3286.8
Washington County,Florida,12133,2759.6,2282,3248.8
Wythe County,Virginia,51197,2763.9,1902.6,3835.2
Brown County,Texas,48049,2773.6,1735.2,4071.5
Baker County,Florida,12003,2775.2,2192.5,3512.8
Clinton County,Indiana,18023,2777.2,2011.7,3708.6
Dillon County,South Carolina,45033,2779.3,1967.9,3664.8
Calloway County,Kentucky,21035,2787.2,2009,3759.1
Dodge County,Nebraska,31053,2787.3,2274.2,3348.4
Clark County,Kentucky,21049,2789.3,1933.9,3877.9
Isle Of Wight County,Virginia,51093,2792.9,1960.3,3897.9
Graham County,Arizona,04009,2793.7,2022.5,3615.2
Adams County,Ohio,39001,2795.2,2060.2,3599
Schoharie County,New York,36095,2796.2,2221.9,3484.6
Mingo County,West Virginia,54059,2799.6,2102,3614.6
Barry County,Missouri,29009,2806.4,1843.4,4079
Union County,South Carolina,45087,2806.5,1984.7,3635.6
Randolph County,West Virginia,54083,2808.9,1989.8,3627.1
Dyer County,Tennessee,47045,2810,1938.1,4036.3
Van Wert County,Ohio,39161,2811.5,2014,3620
Livingston County,Illinois,17105,2812.7,1805.9,4190.7
Lauderdale County,Tennessee,47097,2812.9,1972.1,3715.8
Boone County,Arkansas,05009,2813.7,2027.7,3654
Louisa County,Virginia,51109,2813.7,1792.6,4010.7
Lincoln Parish,Louisiana,22061,2827.9,1848.9,3965
Oceana County,Michigan,26127,2829.5,2013,3755.6
Hardin County,Ohio,39065,2836.1,2034.6,3700.8
Cass County,Indiana,18017,2836.8,1968.4,3802
Scott County,Mississippi,28123,2840,2068.9,3781.9
Meigs County,Ohio,39105,2842.6,2161.7,3577.7
Marinette County,Wisconsin,55075,2851.6,1818.2,4121.8
Carter County,Kentucky,21043,2858.7,2082.4,3699.3
Shelby County,Ohio,39149,2863.7,1909,4129.4
Carroll County,Virginia,51035,2864.8,1886.5,4082.8
Greene County,Indiana,18055,2867.2,2048.1,3784
Cowley County,Kansas,20035,2867.4,2149.6,3713.6
Marion County,Tennessee,47115,2870.3,1997.7,3969
La Plata County,Colorado,08067,2871.5,2008.4,4040.6
Mower County,Minnesota,27099,2881.7,2043.5,3830.4
Garfield County,Colorado,08045,2882.6,2008.2,4041.7
Clare County,Michigan,26035,2885.9,1936.2,4026.8
Maverick County,Texas,48323,2887.2,1765.8,4366.7
Alexander County,North Carolina,37003,2889.9,1880.9,4458.4
Oconee County,Georgia,13219,2894.2,1958,4046.1
Douglas County,Minnesota,27041,2894.7,2072.8,3768.3
Monroe County,Wisconsin,55081,2897.9,1938.8,4153.7
Neshoba County,Mississippi,28099,2900.6,2148.8,3814.9
Hardin County,Tennessee,47071,2900.6,2075,3790.6
Dinwiddie County,Virginia,51053,2907,2056.2,3974.3
Kittitas County,Washington,53037,2910.5,2082.4,3744.5
Harlan County,Kentucky,21095,2911,2100.9,3926.6
Steuben County,Indiana,18151,2911.2,1990.1,3927.8
Wakulla County,Florida,12129,2912.9,2194.3,3738.9
Lawrence County,Missouri,29109,2913.5,1906.1,4125.3
Whitley County,Indiana,18183,2915.7,2082,3977.7
Grant County,Wisconsin,55043,2916.2,1918,4214.6
Garrett County,Maryland,24023,2917.4,2493.1,3408.4
Marshall County,Kentucky,21157,2921,2137.2,3921.9
Fannin County,Georgia,13111,2921.1,2035.1,4001.5
Botetourt County,Virginia,51023,2922.1,1990.3,4094
Sumter County,Georgia,13261,2928.9,2081.9,3990.4
Marion County,Illinois,17121,2930.4,1920,4182.6
Mecosta County,Michigan,26107,2933,2063.5,4105.6
St. Bernard Parish,Louisiana,22087,2933.4,1899.3,4096.6
Gallia County,Ohio,39053,2936.1,2229.3,3784.7
Pickens County,Georgia,13227,2940.2,2037,4050.5
Crawford County,Kansas,20037,2940.5,2308,3672.1
Alcorn County,Mississippi,28003,2941.1,2007.6,4114.6
Seneca County,New York,36099,2942.3,2245.5,3688.9
Lee County,Iowa,19111,2943.9,2195.7,3831.6
Knox County,Maine,23013,2947.2,2521.1,3400.5
Atascosa County,Texas,48013,2948.6,1824,4305.4
Miami County,Indiana,18103,2949.5,2026.4,4122
Goodhue County,Minnesota,27049,2951.7,2225.8,3851.3
Iberville Parish,Louisiana,22047,2952.6,2090.7,4161.1
Mineral County,West Virginia,54057,2957.9,2198.3,3800.7
Washington County,Maine,23029,2959.7,2562,3395
Beltrami County,Minnesota,27007,2963,2395.1,3617.8
Boone County,West Virginia,54005,2969.1,2270.3,3764.5
Chippewa County,Michigan,26033,2976.7,1977.6,4243.8
Stone County,Missouri,29209,2979.6,1949.8,4206.1
Prince George County,Virginia,51149,2992.3,2153.6,3989.1
Evangeline Parish,Louisiana,22039,2992.8,2000.9,4191.1
Okmulgee County,Oklahoma,40111,2993.4,2049.7,4131.1
Hot Spring County,Arkansas,05059,2993.7,2105.3,3992.3
Baldwin County,Georgia,13009,2994.8,2006.4,4208.2
Montgomery County,Kansas,20125,3001,2380.2,3715.6
Iron County,Utah,49021,3006.4,2250.4,3933.5
Pulaski County,Virginia,51155,3010.2,1995.7,4180.3
Henderson County,Tennessee,47077,3010.5,2214.6,3938
Beauregard Parish,Louisiana,22011,3017.9,2136.3,4187.3
Marshall County,Tennessee,47117,3019.8,1974.8,4218.4
Lincoln County,Oklahoma,40081,3021.1,2140.4,4083.7
Habersham County,Georgia,13137,3025.3,1995,4305.5
Claiborne County,Tennessee,47025,3025.5,2030.2,4291.1
Mccurtain County,Oklahoma,40089,3027.8,2262.9,3984
Dare County,North Carolina,37055,3028.7,2024.9,4205.5
Coos County,New Hampshire,33007,3035.8,2492.1,3666.6
Petersburg City,Virginia,51730,3038.9,2171.6,4076.7
Warren County,Virginia,51187,3044.4,2007.3,4201.7
Obion County,Tennessee,47131,3045.2,2149.1,4055.2
Greene County,Pennsylvania,42059,3046.5,1952.8,4460.4
Pasquotank County,North Carolina,37139,3053.2,2051.3,4366.6
Gloucester County,Virginia,51073,3061,2152.3,4030.1
Buffalo County,Nebraska,31019,3061.7,2470.6,3695.2
Mason County,West Virginia,54053,3065.2,2255.1,3986.8
Mercer County,Ohio,39107,3065.4,2200.6,3953.4
Ware County,Georgia,13299,3069.5,2037.4,4402.7
Hancock County,West Virginia,54029,3078.6,2199.5,4108.8
Defiance County,Ohio,39039,3080,2155.7,4301.2
Tioga County,Pennsylvania,42117,3088.7,2078.2,4340.5
Person County,North Carolina,37145,3092.7,1988.9,4484
Wexford County,Michigan,26165,3094.4,2173.4,4212.2
Bedford County,Tennessee,47003,3101.5,2091.3,4424.1
Silver Bow County,Montana,30093,3102.4,2354.8,3926.3
Jasper County,Iowa,19099,3108.9,2319,3976.1
Isanti County,Minnesota,27059,3109.7,2263.8,4087.4
Branch County,Michigan,26023,3112.5,2155.5,4245.9
Montgomery County,Indiana,18107,3112.7,2094.9,4317.2
Waldo County,Maine,23027,3114.9,2628.1,3603
Douglas County,Wisconsin,55031,3115.7,2020.1,4521.8
Okanogan County,Washington,53047,3119.8,2328.9,3987.2
Mckean County,Pennsylvania,42083,3121.6,2101.7,4366.6
Caldwell County,Texas,48055,3127.3,2110.7,4398.7
Riley County,Kansas,20161,3132.2,2344.1,3945
Scotts Bluff County,Nebraska,31157,3137.2,2590.9,3812.7
Pettis County,Missouri,29159,3139.3,2086.5,4315.7
Marshall County,Mississippi,28093,3143.1,2130.3,4272.3
Coshocton County,Ohio,39031,3146.2,2375.5,4057.8
Ottawa County,Ohio,39123,3149,2247.1,4122.5
Campbell County,Tennessee,47013,3161.6,1986.3,4425.6
Muscatine County,Iowa,19139,3161.8,2351.6,4095.8
Marlboro County,South Carolina,45069,3163.8,2367.4,4139.2
Boone County,Illinois,17007,3164.9,2051.9,4675.9
Fremont County,Colorado,08043,3165.9,2232.9,4281
Logan County,Ohio,39091,3173,2210.6,4303.4
Scott County,Kentucky,21209,3174.9,2180,4365.4
Pike County,Alabama,01109,3179.6,2292.2,4298
Clinton County,Ohio,39027,3183.3,2140.8,4504.6
Harrison County,Indiana,18061,3184.9,2270,4423.7
Warren County,Pennsylvania,42123,3190.5,2073.6,4498.3
Matagorda County,Texas,48321,3190.8,2134.9,4359.3
Tift County,Georgia,13277,3198,2139.5,4401.5
Jasper County,South Carolina,45053,3198.7,2292.4,4193.8
Huntingdon County,Pennsylvania,42061,3203.8,2069,4826.1
Lincoln County,Mississippi,28085,3207.5,2509.1,4054.5
Scotland County,North Carolina,37165,3208.9,2145.8,4663
Henry County,Tennessee,47079,3209.1,2355.4,4393.8
Lincoln County,Nebraska,31111,3210.4,2748.8,3681.5
Davie County,North Carolina,37059,3211.1,2112.4,4772.3
Jackson County,North Carolina,37099,3212.1,2193.2,4572.7
Douglas County,Washington,53017,3214.3,2283.7,4208.2
Gilmer County,Georgia,13123,3216.7,2278.3,4305.6
Cheatham County,Tennessee,47021,3216.9,2072,4663
Oconto County,Wisconsin,55083,3219.4,2136.9,4592.8
Talbot County,Maryland,24041,3220.1,2689.3,3699
Snyder County,Pennsylvania,42109,3225.8,2188.9,4400.7
Clatsop County,Oregon,41007,3232.3,2216.8,4365.4
Harris County,Georgia,13145,3235.3,2190.5,4490.3
Yadkin County,North Carolina,37197,3239.6,2098.4,4577.6
Bladen County,North Carolina,37017,3242.7,2104.5,4435.2
Knox County,Indiana,18083,3249,2261.6,4430.6
Macoupin County,Illinois,17117,3249.9,2056.3,4864.2
Johnson County,Missouri,29101,3252.1,2336.1,4401.5
Montrose County,Colorado,08085,3256.5,2273.4,4334.1
Medina County,Texas,48325,3262.8,1981.8,4804.1
Clay County,Minnesota,27027,3266.2,2421.5,4245.9
Webster County,Missouri,29225,3268.7,2179.4,4660.9
Waller County,Texas,48473,3269.7,2459.7,4166.7
Lawrence County,Tennessee,47099,3279.6,2175.1,4594.2
Curry County,New Mexico,35009,3283.2,2531.2,4186.2
